Reviews,Acting,Plot,Scene,Comedy,Touching
"Một bộ phim mang nhiều cảm xúc buồn vui xúc động, lột tả được cuộc sống trong gần như hầu hết các gia đình. Nói chung theo m là mn nên xem nha, rủ mama tổng quản đi chung cũng hay lắm nè 🤭",0,0,0,0,1
"Thiếu cảm xúc chân thật, đạo lý, gây cảm giác nặng nề cho người coi. Trong tình cảnh muốn phát điên nhưng lại làm chưa tới",0,0,1,0,1
"Phim hay, ý nghĩa",0,0,0,0,0
anh diễn viên đẹp trai,1,0,0,0,0
k từ nào để chê,0,0,0,0,0
bạn gái tôi nói hay,0,0,0,0,0
verry good,0,0,0,0,0
ko hay,0,0,0,0,0
phim rất hay nha nhưng mà làm cho tình yêu của em khóc nên là tạm được thôi nha,0,0,0,0,1
"hay,chỉn chu,nên đi xem",0,0,0,0,0
"Một bộ phim mà giới trẻ & phụ huynh nên đi xem. thực sự hay và hấp dẫn, đúng hoàn cảnh của hiện tại, những mâu thuẫn gia đình, tình yêu, sự nghiệp💓",0,0,1,0,0
phim khá là hay,0,0,0,0,0
10000000đ,0,0,0,0,0
phim hay lắm ạ.. xem xong cả rap về mình ngồi khóc😭😭,0,0,0,0,1
"Lần đầu xem được bộ phin đóng diễn xuất hay như vậy tôi đã rất xúc động khi xem phim này cốt truyện rất thực tế của những thanh niên trẻ ngày nay không hiểu định nghĩa về tình yêu nhưng lại muốn ở với nhau cả đời nhưng đời đâu phải là mơ,bộ phim cũng lên án sự",1,1,0,0,1
"Đê mê! Đúng nhận, sai cũng nhận... Hihi; 10đ",0,0,0,0,0
"Film thật sự rất hay nha. Phim khắc hoạ rất chân thật những hoàn cảnh cùng với bối cảnh, ngôn từ thân thuộc, những shot quay chuyên nghiệp, cùng với lối diễn xuất đầy cảm xúc, tất cả làm cho bộ phim mang đến cho người xem một trãi nghiệm đầy cảm xúc !!!!!!",1,1,1,0,1
"Nếu nói xuất sắc thì không nhưng chân thực và rất đời thường. Bộ phim hơi có hướng nhìn tiêu cực một chút nhưng nó là hiện thực của xã hội ngày nay. Bộ phim chửi khá nhiều, hầu hết là sự cải vã qua lại, không có quá nhiều tình tiết hài hước nhưng vừa đủ. Nhân",0,0,0,1,0
70% khúc đầu rất hay. nhưng kết phim có lẽ thiếu kinh phí hoặc hết ý tưởng nên kết thúc phim hơi hơi tụt hứng. Nói ngắn gọn là phim không hay,0,1,0,0,0
quá hay,0,0,0,0,0
tui đi coi tận 2 lần luôn mùng 2 và mùng 5 Tết ở 2 rạp phim khác nhau 😹 phim hay nha . nhiều lúc coi tui cũng thấy mình ở trong đó,0,0,0,0,0
cảm động hay,0,0,0,0,1
nhiều cảm xúc chân thực,0,0,0,0,1
"phim rất hay ,",0,0,0,0,0
"film đánh vào tâm lí người xem, phân cảnh có thể đoán đx, khá hay",0,0,1,0,0
mình thấy bộ phim khá hay giống trong cuộc sống đời thường của xã hội,0,0,0,0,0
"phim hay, kịch bản khai thác từ nhưng khí cạnh đời thường, chạm mạnh và cảm xúc người xem",0,1,0,0,1
"Phim hay, tâm lý nhân vật tốt. phản ánh được đời thật. Một bộ phim đáng bỏ tiền ra xem.",1,0,0,0,0
good!,0,0,0,0,0
"Bộ phim nói rõ lên những vấn đề trong gia đình. Ba mẹ cần phải cho con được lựa chon những điều con cái muốn, không nên chỉ vì những ước muốn của ba mẹ mà buộc con cái làm theo. Tuôi trẻ cần phải có những thất bại ms có đc những bài học rút ra cho bản thân.",0,0,0,0,0
hay,0,0,0,0,0
"Khả Mèo quá dễ thương, và con hy vọng sau này chú TT làm cái kết cho embe nhà con 🥲",0,0,0,0,0
phim hay lắm ạ!,0,0,0,0,0
phim nhạt. rạp cgv ko bật máy lạnh,0,0,0,0,0
hay,0,0,0,0,0
"Phim hay, nên xem",0,0,0,0,0
"phim hay lắm ạ, rất sâu sắc, ý nghĩa, cảm nhận được nhiều góc cạnh trong cuộc sống, khóc quá trời luôn, phim phản ánh nhìu chuyện thực tế rất hay, nói chung là sẽ xem lại để thấm hơn từng câu thoại và cảm nhận được nhìu cảm xúc hơn 😊",0,0,0,0,1
hay,0,0,0,0,0
film tuyệt vời🥹🥹🥹,0,0,0,0,0
phim hay và đầy ý nghĩa trong cuộc sống Kaka …. thích nhất câu nói của Trấn Thành : ai cũng có lỗi nhưng ai cũng nghĩ mình là nạn nhân,0,0,1,0,0
quá tuyệt vời,0,0,0,0,0
"phim hay, thực tế, hài ước, diễn viên diễn xuất tốt",1,0,0,1,0
phim nội dung hay nhưng chửi nhau nhiều quá ngồi coi cũng bị mệt theo 😂🤭,0,1,0,0,0
hay,0,0,0,0,0
"Một bộ phim đáng xem, thấp thoáng thấy hoàn cảnh của mình đâu đó trong bộ phim, cũng bị ép học, rồi lại bỏ học chọn lựa công việc mong muốn, cũng thoát ra khỏi căn nhà sau 27 năm gắn bó vì ko chịu nổi sức ép của gia đình, giờ thì cũng gần 3 năm ở ngoài. Thật",0,0,0,0,0
"Hay, 10 điểm.",0,0,0,0,0
"trứoc khi mình chưa xem bộ phim này mình cũng đã từng có tính giống như bà nữ, nhưng sau khi xem bộ phim này xong mình se thay đổi và nhìn nhận lại về cách áp đặt cho con, vì mình cũng có 2 cô con gái, rất cảm ơn trấn thành và đoàn làm phim và cũng xin chúc",0,0,0,0,0
nội dung ý nghĩa trong đời sống,0,1,0,0,0
hay rất hay rất rất hayyyyy,0,0,0,0,0
"Phim rất hay và ý nghĩa, đáng để xem",0,0,0,0,0
diễn xuất hay,1,0,0,0,0
tuyệt vời.,0,0,0,0,0
Bộ phim rất hay và ý nghĩa,0,0,0,0,0
"Phim của Trấn Thành lúc nào cũng đời thực, phim rất hay, sâu sắc, và có yếu tố hài hước. Phim này cũng hay như Bố Già.",0,0,0,1,0
"Kết quá xàm, thật là uổng 75k",0,1,0,0,0
tuyệt vời. rất ý nghĩa và đời thực,0,0,0,0,0
good,0,0,0,0,0
Không hay bằng phim bố già. Cốt truyện chưa thật sự mang lại giá trị về mặt giáo dục thế hệ trẻ.,0,1,0,0,0
rất hay,0,0,0,0,0
"Phim hay. cũng xúc động và khóc đối với người hướng nội như tớ. Nhưng cảm thấy cái kết không viên mãn. Người tội nhất là Jonh, Nhuận và Như. Lẻ ra Nhi và Jonh trở về bên nhau sau tgian thì ba mẹ Jonh cũng chấp nhận, Như thì thay đổi tính nết Nhuận quay lại với",0,1,1,0,1
rất tuyệt,0,0,0,0,0
xuất sắc,0,0,0,0,0
chống chỉ định người đã từng ly hôn... tốt nhất thì đừng xem... bạn sẽ buồn đấy... nhưng mà đôi khi buồn cũng hay lắm,0,0,0,0,0
"Hôm nay mới dành chút thời gian đi xem phim “Nhà Bà Nữ” đang làm mưa làm gió. ka ka. Cảm nhận sau khi xem xong là vai diễn của nghệ sĩ nào cũng tuyệt vời, còn về nội dung theo cảm nhận của tôi thì cũng bình thường, chắc cũng do tôi cũng gặp nhiều hoàn cảnh",1,1,0,0,0
"lồng tiếng dẫn dắt của Nhi chưa thực sự phù hợp với tính cách diễn viên. Nhi vẫn như vậy, vẫn enjoy cuộc sống theo những cách khác nhau, nhưng nếu hỏi Nhi đã thực sự hiểu được chưa thì mình chưa cảm nhận được sự hiểu chuyện như cái cách Nhi dẫn dắt",1,1,0,0,0
phim cực hay,0,0,0,0,0
hay đáng xem,0,0,0,0,0
khúc đầu hay cảm xúc khúc sau xem tuột cảm xúc cái kết k hay lắm,0,1,0,0,0
"phim rất đời, coi xong ngộ nhận nhiều thứ. các bạn trẻ và kể cả các bậc phụ huynh đều nên tràn ra rạp xem vì phim rất thực tế. highly recommended for this season",0,0,0,0,0
"Phim nói chung tạm ổn, dv đóng đạt, đem lại nhiều khung bật cảm xúc thích nhất vai bà Nữ LG diễn rất đạt tâm lý của một người mẹ lúc nào cũng nghĩ đến gia đình & con cái, phim mang nhiều thông điệp về cuộc sống, nói chung là mọi người đi xem thử đi nào",1,0,0,0,1
đàn diễn viên trẻ với kịch bản hay trong đời sống nói lên dc những khung bậc cảm xúc không có gì để chê,1,0,0,0,1
"Phim hay, cả nhà mình và bồ đều thích hehee.",0,0,0,0,0
Phim không đặc sắc lắm. Nhưng có đoạn đấu tranh tâm lý hay cãi nhau cũng tạm,0,0,1,0,0
hay,0,0,0,0,0
phim hay rất đáng xem,0,0,0,0,0
phim hơi ngắn dòng cảm xúc tụt mod,0,0,0,0,1
"mình thấy đây là bộ phim ý nghĩa. thấy cả bản thân mình trong nhiều tình huống. phim sát đời thực, có những cảnh hài hước cũng có lúc cảm động muốn rơi nước mắt. dàn diễn viên đẹp, tròn vai.",1,0,1,1,1
"nội dung phim ổn, chứa nhiều thông điệp nhưng cái kết hơi buồn cho Như và Nhi",0,1,0,0,0
hay,0,0,0,0,0
"khi xem phim , sự tìm thấy bản thân trong phim khiến ta khóc . Phim không quá drama , nó thường và đời , nó dễ gặp ngoài kia vô cùng . Nếu đánh giá phim dựa trên mức độ gây cấn hay bất ngờ thì ko đúng với cái mà phim truyền tải . Ta thấy hay vì nó như một sự",0,0,0,0,1
"phim hay, nhiều lẽ đời nhưng cái kết hơi hụt hẫng vì không thành đôi.",0,1,0,0,0
"theo mình thấy nội dung khôg có gì đặc sắc, mag tính chất tương đối, cốt chuyện xoay quah cs thường ngày của mỗi gđ nên dễ chạm đến cảm xúc nhưng nói để cuốn hay ấn tượng thì khôg",0,1,0,0,0
phim hay lắm,0,0,0,0,0
"Bộ phim khá ý nghĩa pha chút hài hước, nội dung phim không quá xuất sắc",0,1,0,1,0
quá hay và quá đời,0,0,0,0,0
cái kết không được vui cho mấy .. nhưng ý nghĩa,0,0,0,0,0
hay,0,0,0,0,0
hay,0,0,0,0,0
"Xem phim thấm từng đoạn hội thoại của diễn viên , tuy 1 số chỗ diễn chưa hay lắm , nhưng rất khen ạ . Xem phim bao nhiêu cảm xúc vỡ oà ra! 10 điểm cho phim Nhà Bà Nữ:3",1,0,0,0,0
những phân cảnh y hệt bản thân từng có ...hay và xúc động nhiều lắm.,0,0,1,0,1
diễn viên phù hợp với từng nhân vật,1,0,0,0,0
haha coi lại lần 2 vẫn thấy hay nha nha 🫶🏻,0,0,0,0,0
phim hay nên xem,0,0,0,0,0
phim hay ý nghĩa cảm động,0,0,0,0,1
"Phim rất hay, những ai từng trải qua cũng sẽ thấy rất thấm",0,0,0,0,0
"Đoạn đầu hơi lộn xộn, đoạn cuối kết hơi kì, đọan giữa cực hay",0,0,0,0,0
"Bộ phim gần với thực tế, không mầu hồng như rất nhiều bối cảnh tương tự. Cảm xúc được đẩy lên cao độ. phản ánh về đúng điều mà xã hội hiện tại đang trải qua. Tất cả nghiệp đến rất gần. chỉ là hiểu và nhận ra được vấn đề mới thay đổi được nghiệp gia đình... 2",0,1,1,0,0
phim hay lắm phải ra rạp xem nhanh lên nhé,0,0,0,0,0
nói chúng là rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất rất hayyy,0,0,0,0,0
"Cảm xúc tăng giảm có điều kiện cũng rất thú vị, nội dung quá là thực tế, mang nhiều ý nghĩa nhân văn, thật sự cảm động và không hề uổng phí 1 giây phút nào, mình còn muốn phim được dài hơn cơ :'>",0,1,0,0,1
xuất sắc! 10đ về chỗ! haha,0,0,0,0,0
Một bộ phim hay và mang rất nhiều ý nghĩa.,0,0,0,0,0
kịch bản giống như đời thật..dàn diễn viên xuất sắc,1,0,0,0,0
tâm lý cuộc sống rất hay,0,0,0,0,0
"phim hay , dâng trào cảm xúc thể hiện đúng cảm xúc nhân vật cũng như tâm lý nhân vật khiến khán giả đồng cảm và thấu hiểu của Nhi cũng như bà Nữ nói lên được tình trạng chung của gđ lao động hiện nay good 10₫",0,0,0,0,1
phim nói đúng thực tế đời sống của nhiều gia đình hiện nay!,0,0,0,0,0
phim hay nha,0,0,0,0,0
hay nhất đoạn trấn thành li hôn,0,0,0,0,0
"có chất lượng hơn các phim trước về nội dung, lời thoại, góc quay, mạch phim nhanh , diễn suất cũng tự nhiên hơn... mong có thêm nhiu phim VN chất lượng như thế .",1,1,1,0,0
"trấn thành ko bao jo làm tôi thất vọng, ck mih là ng ít xem phim và ít yêu thik 1 bộ phim nào đó nhưng a ây đã nói: phim hay wa, sát với ngoài đời thiệt. Tuyệt vời ♥️",0,0,0,0,0
Bộ phim rất đời thường. Dường như hình bóng của từng mỗi nhân vật đều thấp thoáng trong gia đình mình. Cuộc sống là những trải nghiệm. Cuộc sống thay đổi khi chúng ta chịu thay đổi góc nhìn và thay đổi chính mình mỗi ngày. Cảm thấy xứng đáng với tiền vé bỏ ra.,0,0,0,0,0
"phim từ ngữ, cách nói chuyện giống ngoài đời. cuối phim kết quả của 2 người đàn ông ko biết kết thúc ntn, cái kết không thấy quay 2 người đàn ông cuối cùng sẽ ra sau. vai bà Ngoại, đã vào vai Ngoại, thì trải nghiệm nhiều hơn, mà thoại ít quá, ít cho con cháu",0,0,1,0,0
"đã xem rất nhiều phim của “Trấn Thành” và thật sự, phim này “đời” thật. Vợ chồng mình cũng vừa mới ra ở riêng và cũng đã thấy hình ảnh của bản thân trong phim. Cảm ơn các bạn đã mang đến những thước phim thật hay và thú vị.",0,0,0,0,0
một bộ phim tuyệt vời! mình đã thấy mình trong đó. Mọi ng nên đưa gia đình đi xem cùng!,0,0,0,0,0
khá hay nhưng hơi ngắn,0,0,0,0,0
"kết phim chỉnh chu hơn tý nữa thì sẽ ok hơn, nma vẫn hay ạ ❤️",0,0,0,0,0
hay,0,0,0,0,0
"nội dung bộ phim hạ thấp giá trị tình cảm gia đình, diễn viên chính diễn cảm xúc không tới, tạo cho giới trẻ quan niệm không quý trọng, gìn giữ gia đình",1,1,0,0,0
hay không còn gì để bàn luận. quá sâu sắc 👏🏻,0,0,0,0,0
Bộ phim mang tới một bài học cuộc sống trong mỗi gia đình xem phim giống như mình là nhân vật chính.,0,0,0,0,0
Xem 2 lần mà chắc chắn lần 2 không cảm xúc bằng lần 1 rồi haha Biết hết rồi coi m* gì nữa🤣🤣🤣 Nói chung phim ok nha!,0,0,0,0,0
"phim hay, rất nên xem nha😁",0,0,0,0,0
phim rất hay. rất cảm xúc. mình đã không kìm được nước mắt nhưng cũng cười k ngậm được miệng khi xem bộ phim này,0,0,0,1,1
Bộ phim coi rất hay,0,0,0,0,0
phim hay có nhiều tình tiết ý nghĩa nhg x cái kết k mấy hay cx ch cs hậu lắm,0,1,1,0,0
phim hay cho những cặp đôi đang có ý định đi đến hôn nhân thì hãy xem để hiểu hơn về nhau,0,0,0,0,0
quá hay nên đi coi nha mng,0,0,0,0,0
Đã xem 2 lần. Và thật sự hạnh phúc khi được chiêm ngưỡng tác phẩm hay thế này!,0,0,0,0,0
coi fim mà rớt nước nắt ngồi nính thinh k dám nhúc nhích sợ mn thấy dạ🥹,0,0,0,0,0
"Phim rất hay nha, chưa bao giờ xem phim nào mà xuất sắc đến như vậy",0,0,0,0,0
Phim hay nhưng cái kết không thoả đáng lắm :((,0,1,0,0,0
"Diễn viên diễn xuất hay, đặc biệt là Trấn Thành.",1,0,0,0,0
phim rất hay và ý nghĩa. mn nên xem nha,0,0,0,0,0
"phim hay, rất ý nghĩa, có nhiều thông điệp từ fim mà mình đáng suy ngẫm và nhận ra để ko mắc phải trong cuộc sống đặt biệt trong cuộc sống gia đình.",0,0,0,0,0
"bộ phim đánh vào tâm lý người xem rất hay, đáng đồng tiền khi xem, phim Trấn Thành luôn tuyệt vời, không thể tả hết bằng nhiêu đây từ, nếu mọi người có tgian hãy đi xem, ko hối hận đâu 🥹",0,0,0,0,0
"Phim phải nói rất hay và đời thực. Có những câu nói mình cảm thấy rất đúng và ý nghĩa, xem có những phân đoạn mình muốn khóc luôn. Thực sự thích Trấn Thành, các nhân vật trong phim diễn tốt",1,0,0,0,1
Lần đầu xem một bộ phim Việt mà xứng đáng cho 10 đ. Bộ phim này của Trấn Thành ko đạt kỉ lục phòng vé thì còn phim nào nữa :))) nchung giả sử nếu phim ko đạt doanh thu như mong đợi chỉ là vì tác động ngoại cảnh (do khách quan) chứ xét về phim thì chiếu lúc nào,0,0,1,0,0
💗,0,0,0,0,0
phim có ý nghĩa với cuộc sống đời thường.. 😘😘,0,0,0,0,0
phim hay lắm,0,0,0,0,0
"phim ổn, rất đời, nên xem 1 lần",0,0,0,0,0
Phim nên xem mặc dù xem xong buồn ngang 😔 tiếc cho những tình iu dang dở.Vài đoạn cao trào thấy kịch bản hơi gượng và ô zề.Diễn viên ổn ai cũng hợp vai,1,1,1,0,0
"Kịch bản rời rạc, nữ chính diễn như đọc thoại, xuyên suốt toàn nghe chửi là chửi. Quá trình phát triển nhân vật chưa đủ sâu sắc để đưa vào nhiều câu triết lí. Chèn nhạc và trend vào quá nhiều trong mọi hoàn cảnh khiến phim chả khác gì nồi cháo heo. Tóm lại một",1,1,1,0,0
"hayyyy, thuyết nghĩ mng nên xem để cảm nhận",0,0,0,0,0
phim hay thực tế có tính nhân văn,0,0,0,0,0
"Phim rất là có tính ""đời"" luôn nên gần gũi, dễ cảm nhận. Nhưng mà mạch phim hơi nhanh nên đoạn cao trào đến cuối hơi tuột mood xíu á mng. Nhưng đi xem cũng ok nha",0,0,1,0,0
phim hay ý nghĩa,0,0,0,0,0
phim chỉ có thể tạm chấp nhận cũng ko phải là hay. diễn xuất nữ chính chưa có chiều sâu lắm. Tết ko co bộ phim nào để lựa chọn thi phim này lựa chọn hợp lý nhất.,1,0,0,0,0
nhân vật chính phải diễn thật nhập vai nhiều hơn nữa sẽ đạt,1,0,0,0,0
"Tất nhiên, phim nào cũng có ưu điểm và khuyết điểm riêng. Đối với mình, đây là một phim khá hay, ý nghĩa. Khi xem, mình nhận thấy bản thân cũng nằm đâu đó trong phim.",0,0,0,0,0
"phim rất hay nha, tình tiết câu chuyện rất hấp dẫn. Khúc đầu thì hài hước khúc sau thì có phần sâu lắng ạ. Mọi người nên xem nhaa",0,1,1,1,0
dỡ ẹc,0,0,0,0,0
perfect 😍,0,0,0,0,0
hayyyyy,0,0,0,0,0
"bộ phim ko hay bằng ""bố già"" kết ko đẹp.ko có hậu xem phim xong kiểu thấy lửng lơ😌",0,1,0,0,0
nên xem,0,0,0,0,0
"1 bộ phim rất hay và thấu hiểu thực tế, mình đồng cảm với một số chi tiết của phim. Thật sự là 1 bộ phim xuất sắc",0,0,1,0,0
xuất săc ạ,0,0,0,0,0
phim hay nè nên coi nha. coi mà thấy mình trong đó 🥰,0,0,0,0,0
"Nói chung chân thật về cs, từ tính cách nv lẫn câu chuyện ,nó đáng để bản thân mình nhìn nhận về giá trị của tình yêu gia đình và xã hội… phim hay ý nghĩa 10 điểm",0,0,0,0,0
thật lòng mình nói ra Ban đầu mình hơi phân vân có nên đi coi phim không vì bạn bè mình ai cũng chê phim dở hết. Nhưng sau khi mình xem thì mình thấy cảm nhận của mỗi người sẽ khác nhau giống như cuộc sống của mỗi người cũng sẽ khác. Mình có hỏi bạn mình tại,0,0,0,0,0
"quá hay quá ý nghĩa , k có gì chê lun 🥰",0,0,0,0,0
"phim hay, nói về rạp thì thái độ nvien không tốt, bỏng ngô cứ bị hôi, phim xúc động",0,0,0,0,0
"phim hay, có ý nghĩa",0,0,0,0,0
cũng hay,0,0,0,0,0
"phim rất hay và đầy cảm xúc... diễn viên diễn quá hay, quá xuất sắc.",1,0,0,0,1
nữ chính đeo kính rất xinh là xinh,0,0,0,0,0
"Phim hay vc, nên xem",0,0,0,0,0
"giống ngoài đời, tình tiết cũng có phần thú vị.",0,0,0,0,0
cảm thấy không có gì hay.,0,0,0,0,0
phim quá hay,0,0,0,0,0
phim hay tình cảm và cũng đúng với nhiều gia đình bây giờ,0,0,0,0,1
"phim hay, có ý nghĩa, ai từng sống trong hoàn cảnh đó, từng vấp ngã, từng cãi vã sẽ thấm nhiều hơn",0,0,1,0,0
"Mười điểm mấy má ơi =)))) tui chỉ cmt là một chữ ""Đời"" thui nha 🥳 Ai chưa đi coi thì đi đi kẻo phí nữa cuộc đời",0,0,0,0,0
phim hay và ý nghĩa làm mình từ đó rút ra bài học của cuộc sống và hay hơn cả bố già và a Diễn Viên Song Luân cành ngày diễn xuất càng hay 🥰,1,0,0,0,0
phim hay,0,0,0,0,0
phim hay lắm. mình coi mà khóc luôn 😭😭😭,0,0,0,0,1
film hay quá mọi người ạ🥰 nội dung rất thực tế cảm giác như bản thân đang là nhân vật trong phim,0,1,0,0,0
hay,0,0,0,0,0
"Cá nhân tui không thích cái kết của và cái nết của Nhi (con gái bà Nữ) cho lắm. Nhưng tui ghi nhận là làm tui và bạn tui bức xúc về nhân vật như thế thì diễn viên Huỳnh Uyển Ân đã diễn rất đạt và thành công lắm luôn. Một like cho chú Thành vì kịch bản, diễn",1,1,0,0,0
hay,0,0,0,0,0
phim ý nghĩa,0,0,0,0,0
TT rất hiểu tâm lý những ng đang mắc kẹt trong vấn nạn này nên làm phim rất chân thật. thật may khi có 1 nghệ sĩ như a. hy vọng trong các chương trình dc nghe a nói nhiều hơn về vấn đề cha mẹ đối xử với con cái quá tệ. con cái ko lên tiếng vì k muốn cha mẹ,0,0,0,0,0
"Gia đình là chỗ dựa vững chắc và nơi đó ko ai bị bỏ rơi! Nhưng GĐ luôn cần có sự TÔN TRỌNG lẫn nhau! Yêu thương thôi chưa đủ mà phải biết cách yêu sao cho tử tế! GĐ cần phải HIỂU nhau sau đó là bao dung, chia sẻ và đồng cảm thì mới HP đc! Xin cảm ơn anh",0,0,0,0,0
"Nội dung phim hay, truyền cảm, đánh vào tâm lý đời thực. Mọi người nên xem nha 🥰",0,1,0,0,1
"Phim rất hay, rất đời và hơi tiếc đoạn kết. Cứ tưởng Ngọc Nhi cho John cơ hội và Nhuận quay về với Như tiếc thiệt luôn. Nhưng mà phim rất rất hay rất đáng để xem.",0,1,1,0,0
tuyệt vời,0,0,0,0,0
phim rất thật về đời sống. diễn viên đóng rất đạt ạ,1,0,0,0,0
mình rấc vui vì đi xem phim sắp có ngyeu,0,0,0,0,0
"phim hay , nhưng cái kết ngắn nên làm hơi hụt hẫng.",0,0,0,0,0
phim hay ý nghĩa ạ,0,0,0,0,0
Từ lúc đi xem về chỉ muốn xem thêm lần nữa vì thấy được bản thân hiện tại của mình một phần trong đấy. Phim rất hay nên coi ạ,0,0,0,0,0
“ai cũng có lỗi nhưng ai cũng nghĩ mình là nạn nhân” bài học quý trong cuộc sống,0,0,0,0,0
hay,0,0,0,0,0
Rất hay,0,0,0,0,0
"Quá xuất sắc, quá đời thường, rất chân thật. Tuyệt vời.❤❤❤ Thang điểm 100 🥰",0,0,0,0,0
"phim nội dung theo mình là được và đủ. Nhưng ở cái kết nó cứ lửng lửng và không rõ ràng hay phù hợp với nội dung xuyên suốt phim. Nói thật, cả 3 nhân vật nữ tuy 3 nhưng mà 1 ai cũng có cái sai trong phim và suy cho cùng ít nhất cũng phải có cơ hội hay cái kết",0,1,0,0,0
"phim khá hay, gần gũi dễ thương, nhưng ko thích cảnh hư thai. ko nên bỏ e bé trong bộ phim",0,0,1,0,0
"Một bộ phim quá suất sắc. Ý nghĩa, hồi tưởng về lúc còn bé",0,0,0,0,0
nice,0,0,0,0,0
good 👍👍👍,0,0,0,0,0
Phim rất đáng xem nha,0,0,0,0,0
ok hay,0,0,0,0,0
"Thực sự thì phim không hay, Uyển Ân và Song Luân diễn không tới, cốt truyện tạm được nhưng không có tính sáng tạo, những lời thoại nổi bật trong phim dường như được góp nhặt ở đâu đó vậy, chỉ thấy cãi nhau nên khi xem giật mình để đỡ buồn ngủ thui",1,1,0,0,0
"Lời thoại hay , ý nghĩa . Kết chưa thoả mãn",0,0,0,0,0
phim rat de thuong va rat hay,0,0,0,0,0
"mỗi ng điều biểu đạt cảm xúc và lý trí khác nhau.đúng là khi vấp ngã ng ta đúng dậy và trưởng thành hơn. ko còn bồng bột,bộp chộp, hấp tấp. lời nói sẽ kiểm soát hơn,phải biết ta sai ở đâu ta sẽ rút ra kinh nghiệm từ đó.",0,0,0,0,0
"quá hay ,,,",0,0,0,0,0
quá hay,0,0,0,0,0
phim hay mà rạp làm ăn tệ,0,0,0,0,0
phim hay,0,0,0,0,0
"Mình thấy phim hay mà sao có nhiều người bảo phim dở rồi seeding lum la dẫy,ăn nói xà lơ 🥲 phim mình rate 9/10 nha 💖",0,0,0,0,0
xuất sắc,0,0,0,0,0
phim quá bth đến mức nhạt nhẽo,0,0,0,0,0
hay,0,0,0,0,0
"bộ phim rất đời.rất nhân văn.rất ý nghĩa.h nay mình đã đi cùng con gái.2 mẹ con xem đoạn đầu cười banh nóc,đoạn giữa khíc như mưa,đoạn gần cuối thấy an ủi hp.",0,0,0,1,0
hay,0,0,0,0,0
Phim hay!,0,0,0,0,0
phim hay cảm động .nhưng Nhuận sao k thấy xuất hiện,0,0,0,0,1
phim gần liền với hoàn cảnh một số gia đình ở VN gần gủi tình cảm... rất hay,0,0,1,0,0
hay ko từ diễn tả nỗi,1,0,0,0,0
hay lắm anh xìn ơi,0,0,0,0,0
"mình thích bố già hơn, nhưng phim này cũng hay và ý nghĩa",0,0,0,0,0
"flim hay, diễn tả thực tế cuộc sống, nên di xem",0,0,0,0,0
phim hay lắm mn ạ nên xem 1 lần trong đời nha,0,0,0,0,0
phim hay coi như những j mk trải qua nó suất hiện 1lan nữa để mk nhớ Zay 😢🤧,0,0,0,0,0
"Trên cả tuyệt vời, thấy bản thân mình trong đó",0,0,0,0,0
"Cảnh quay nào cũng chạm đến đáy trái tim hết, ấn tượng nhất đoạn Trấn Thành diễn khóc nghẹn giải thích trước khi ly hôn 🥰 phim giúp mình hiểu được nhiều góc nhìn từ gia đình, giúp mình và ny thấu hiểu nhau hơn",1,0,1,0,1
Vừa hài vừa xúc động,0,0,0,1,1
"kết thúc có vẻ hợp thời đại , nhưng đi ngược với suy nghĩ của mọi người , hay ạ",0,0,0,0,0
"xem thấy khá giải trí lúc đầu ,cái kết khá hụt hẫng 😗 tình tiết đẩy khá nhanh",0,1,1,0,0
"kịch bản chưa ổn , quá nhiều cảnh dư thừa , cố gắng câu nước mắt nhưng chưa chạm đến cảm xúc người coi . Càng về sau càng thấy sự hụt hơi trong câu thoại lối dẫn dắt :((( hơi thất vọng :(((",0,1,1,0,1
phim hay,0,0,0,0,0
Quá hay,0,0,0,0,0
Phim hay cảm động,0,0,0,0,1
Phim hay nhiều cảm xúc khiến ta phải suy ngẫm nhiều điều,0,0,0,0,1
quá hài lòng về bộ phim này,0,0,0,1,0
tuyệt,0,0,0,0,0
"khá tiếc cho john, cảm thấy ng ctrai như v là qá tốt, kết làm mình hơi hụt hẫng xíu, nhưng chug quy vẫn đáng xem nhé✨",0,0,0,0,0
qua xuat sc,0,0,0,0,0
hay,0,0,0,0,0
phim hay,0,0,0,0,0
Phải nói là rất hay và xúc động. Bộ phim cũng gần giống cuộc đời của mình lên lấy hơi bị nhiều nước mắt của mình nhé❤️❤️❤️,0,0,0,0,1
Phim nhạt nhẽo. Coi uổng tiền,0,0,0,0,0
xem rùi nhưng vẫn muốn xem nữa! phim thực sự hay nhé mn,0,0,0,0,0
"tôi đã chợt thấy bản thân mình là 1 phần trong bộ phim. Bộ phim rất chân thực, diễn viên đóng rất xuất sắc. Đáng bỏ tiền ra đi xem!!!",1,0,0,0,0
phim hay cực đáng tiền,0,0,0,0,0
"Đã phản ánh rất chân thực về cuộc sống bởi các khía cạnh hằng ngày trong gia đình Việt, phim hay và vô cùng xúc động. ￼",0,0,0,0,1
"phim tệ. chửi thề xuyên suốt phim, mạch phim nội dung ko ấn tượng diễn viên dựng cảnh tệ",1,1,1,0,0
tuyệt vời,0,0,0,0,0
