Reviews,Acting,Plot,Scene,Comedy,Touching,Preprocessed Reviews
xuất sắc,0,0,0,0,0,xuất_sắc
phim hay nhưng nhạc phim hơi ồn nên đôi lúc không nghe được lời thoại của nhân vật,0,0,1,0,0,phim hay nhưng nhạc phim_hơi ồn đôi_lúc không nghe được lời_thoại nhân_vật
ko uổng tiền!! biết trước là phim sẽ cảm động đã có cb tâm lý trước nhưng vẫn khóc vì vài cảnh chạm vào trái tim quá. ko hiểu sao anh Thành giỏi đến vậy nghĩ ra được kịch bản như vậy,0,1,1,0,1,không uổng tiền biết trước phim cảm_động cb tâm_lý trước nhưng khóc vài cảnh chạm vào trái_tim không hiểu sao anh thành giỏi đến vậy nghĩ ra được kịch_bản như_vậy
rất hay ❤️,0,0,0,0,0,rất hay
hay hay vui vui,0,0,0,0,0,hay hay vui vui
quá tuyệt dời,0,0,0,0,0,tuyệt_dời
hay,0,0,0,0,0,hay
"phim hay chạm đến trái tim, nên đi xem",0,0,0,0,1,phim hay chạm đến trái_tim đi xem
"Coi phim mà cảm thấy bản thân mình, khuyên mọi người hãy xem cùng với gia đình, để có thể hiểu nhau hơn, 10 ĐIỂM",0,0,0,0,0,coi phim cảm_thấy bản_thân khuyên mọi người hãy xem cùng gia_đình để có_thể hiểu nhau hơn 10 điểm
phim hay tuy nhiên đặt vé rồi mà còn bị người khác thiếu ý thức giành chỗ,0,0,0,0,0,phim hay tuy_nhiên đặt vé mà_còn người khác thiếu ý_thức giành chỗ
Bộ phim rất hay nó xoay quanh cuộc sống đời thực xung quanh mỗi chúng ta một phần cũng đã tái hiện lại cuộc sống của mình lúc trước nói chung và mọi người nói riêng và mình cũng có thể thấu hiểu cảm nhận được những cung bậc cảm xúc của những nhân vật khi ở,0,0,0,0,0,bộ phim rất hay nó xoay quanh cuộc_sống đời_thực xung_quanh mỗi chúng_ta một phần tái_hiện cuộc_sống lúc trước nói_chung mọi người nói_riêng có_thể thấu_hiểu cảm_nhận được những cung_bậc cảm_xúc những nhân_vật khi ở
good,0,0,0,0,0,god
"phim rất ý nghĩa, nhiều chân lý hay nên học hỏi",0,0,0,0,0,phim rất ý_nghĩa nhiều chân_lý hay học_hỏi
quá đỉnh,0,0,0,0,0,đỉnh
"nội dung phim xúc tích dễ hiểu dễ nhớ , tình tiết ít nhưng ấn tượng , Phim ổn",0,1,1,0,0,nội_dung phim xúc_tích dễ hiểu dễ nhớ tình_tiết ít nhưng ấn_tượng phim ổn
phim quá hay kịch bản quá xúc sắc mà cái kết chưa hài lòng cho lắm .!!!! nói chung phim hay,0,1,0,1,0,phim hay kịch_bản xúc_sắc cái kết chưa hài_lòng nói_chung phim hay
phim hay tuy k lấy được nước mắt cụa tui😌nhưng về thấy người ta có đôi có cặp nhìn lại mình chỉ có một mình đi xem thì buồn k ngủ đc🥺,0,0,0,0,1,phim hay tuy không lấy được nước_mắt cụa tui nhưng thấy người ta đôi cặp nhìn chỉ một_mình đi xem buồn không ngủ được
hay,0,0,0,0,0,hay
xem phim thật sự rất xứng đáng vì tui chính là ngọc nhi trong đó….,0,0,0,0,0,xem phim thật_sự rất xứng_đáng tui chính ngọc_nhi trong đó
phim rất hay,0,0,0,0,0,phim rất hay
phim rất hay,0,0,0,0,0,phim rất hay
Vừa từ quê lên lại tp sau kì nghỉ tết là ra rạp xem ngay. Thật sự phim rất hay và đối với mình nó rất thực tế vì mình đã chứng kiến những trường hợp khá giống như vậy ngoài đời. Thật sự xúc động. Nhưng vẫn thấy thương thương cho nhân vật John ở cuối phim,0,1,0,0,0,vừa từ quê tp sau kì nghỉ tết ra rạp xem ngay thật_sự phim rất hay đối_với nó rất thực_tế chứng_kiến những trường_hợp khá giống như_vậy ngoài đời thật_sự xúc_động nhưng thấy thương_thương nhân_vật john ở cuối phim
khá hay nhưng động đc tới cảm xúc,0,0,0,0,1,khá hay nhưng động được tới cảm_xúc
Phim tiêu cực. Xem phí tiền. Do mình thấy cháy vé nên cũng tò mò đi xem. Nhưng bộ phim này mang xu hướng tiêu cực quá.,0,1,0,0,0,phim tiêu_cực xem phí tiền do thấy cháy vé tò_mò đi xem nhưng bộ phim mang xu_hướng tiêu_cực
một bộ phim hay thích hợp để xem cùng gia đình,0,0,0,0,0,một bộ phim hay thích_hợp để xem cùng gia_đình
nội dung phim chán.. nhưg đc cái các diễn viên kéo còng lưng.. xem kũng đc,1,1,0,0,0,nội_dung phim_chán nhưng được_cái các diễn_viên kéo còng lưng xem kũng được
"phim rất hay đối với những bạn lớn đã biết iu các kiểu đồ đó, thực sự rất cảm động, còn đối với mấy bé mới học cấp 2 cấp 3 mình khuyên k nên coi, coi xong k hỉu rồi bảo phim dở trong khi tui coi tui khóc mấy chập liền. túm tóm lại là hay",0,0,0,0,1,phim rất hay đối_với những bạn lớn biết yêu các đồ đó thực_sự rất cảm_động đối_với mấy bé mới học cấp 2 cấp 3 khuyên_k coi coi xong không hỉu bảo phim dở trong khi tui coi tui khóc mấy chập liền túm_tóm_lại hay
phim hay,0,0,0,0,0,phim hay
"phim hay và đúng với thực tế, nhiều bài học ý nghĩa sâu sắc",0,0,0,0,0,phim hay đúng thực_tế nhiều bài_học ý_nghĩa sâu_sắc
phim rất hay,0,0,0,0,0,phim rất hay
cám ơn ekip phim đã sản xuất 1 bộ phim tuyệt vời!,0,0,0,0,0,cám_ơn ekip_phim sản_xuất 1 bộ phim tuyệt_vời
absolutely very good,0,0,0,0,0,absolutely very god
mùng 1 đi xem hay lắm luôn,0,0,0,0,0,mùng 1 đi xem hay
cảm ơn bộ phim tuyệt vời,0,0,0,0,0,cảm_ơn bộ phim tuyệt_vời
"phim có nhiều tuyến nhân vật, mà mỗi nhân vật lại có 1 hoàn cảnh khác nhau nên dễ đồng cảm với nv trong phim, nhưng mà khúc sau tình tiết phim khá nặng nề coi buồn",1,0,1,0,0,phim nhiều tuyến nhân_vật mỗi nhân_vật 1 hoàn_cảnh khác nhau dễ đồng_cảm nhân_vật trong phim nhưng_mà khúc sau tình_tiết phim khá nặng_nề coi buồn
verry good,0,0,0,0,0,very god
film hay và rất nhân văn,0,0,0,0,0,phim hay rất nhân_văn
phim nhà bà nữ của trấn thành chiếu vào dịp tết xem rất hay và ý nghĩa uyển ân rất xinh còn song luân quá đẹp trai,0,0,0,0,0,phim nhà bà nữ trấn thành chiếu vào dịp tết xem rất hay ý_nghĩa uyển_ân rất xinh song luân đẹp_trai
xuất sắc,0,0,0,0,0,xuất_sắc
"y chan ngoài đời,,, đầy cảm xúc",0,0,0,0,0,y_chan ngoài đời đầy cảm_xúc
phim hay,0,0,0,0,0,phim hay
"Phim hay, trong hôn nhân cần sự tôn trọng lẫn nhau, xem phim này xong mình cũng cần suy nghĩ cho ck",0,0,0,0,0,phim hay trong hôn_nhân cần sự tôn_trọng lẫn nhau xem phim xong cần suy_nghĩ chồng
"Phim khá hay, có góc nhìn phản ánh cuộc sống khá sát với thực tế. Có thể do bản thân người xem cũng có tâm trạng giống như nhân vật trong phim nên đồng cảm. Khách quan mà nói thì trước khi xem phim này cũng chưa từng coi trailer của phim, chỉ tình cờ được vợ",0,0,0,0,1,phim khá hay góc nhìn phản_ánh cuộc_sống khá sát thực_tế có_thể do bản_thân người xem tâm_trạng giống nhân_vật trong phim đồng_cảm khách_quan nói trước khi xem phim chưa từng coi trailer phim chỉ tình_cờ được vợ
"Rất quen thuộc với cuộc sống đời thường của mình . Xem và học được bài học về sự cảm thông cho nhau , tình yêu , quyết đoán !",0,0,0,0,0,rất quen_thuộc cuộc_sống đời_thường xem học được bài_học sự cảm_thông nhau tình_yêu quyết_đoán
"phim khá hay, kiểu phim đời thực á, có điều kết phim mình thấy ko logic cho lắm với ko hay í, tuỳ cảm nhận của mỗi người nha",0,1,0,0,0,phim khá hay phim đời thực_á điều_kết phim thấy ko_logic không hay í tùy cảm_nhận mỗi người
chuẩn không cần chỉnh,0,0,0,0,0,chuẩn không cần chỉnh
Cái kết thấy dc Nhi quá ít kỉ!!,0,1,0,0,0,cái kết thấy dc_nhi ít_kỉ
Phim Việt đang từng bước được nâng Tầm.,0,0,0,0,0,phim việt đang từng bước được nâng tầm
phim hay diễn viên đóng cảm xúc kịch bản giống đời thường chạm đến cảm xúc người xem,1,0,0,0,1,phim hay diễn_viên đóng cảm_xúc kịch_bản giống đời_thường chạm đến cảm_xúc người xem
Phim lấy bối cảnh từ thành phố Luân Đôn nên có nhiều bạn thấy hơi tối là chuyện bình thường. Phim tập trung vào những người theo đạo là chủ yếu nên có nhiều cảnh xem không hiểu lắm. Cảnh quay kinh dị đa phần là đoán được hết nên cũng bình thường.,0,1,1,0,0,phim lấy bối_cảnh từ thành_phố luân_đôn nhiều bạn thấy hơi tối chuyện bình_thường phim tập_trung vào những người theo đạo chủ_yếu nhiều cảnh xem không hiểu cảnh quay kinh_dị đa_phần đoán được hết bình_thường
"Mình đọc đánh giá chê và khen của phim rồi mới mua, nhưng phim k hay thật, dài dòng lê thê, k hề kịch tính, gay cấn. Chỉ có 20 phút cuối cùng là có hơi gay cấn chút. Nói chung k nên xem, cảm nhận của mình và bạn mình đi xem chung đều như vậy. Phim này mình cho",0,1,0,0,0,đọc đánh_giá chê khen phim mới mua nhưng phim_k hay thật dài dòng lê thê_k hề kịch_tính gay_cấn chỉ 20 phút cuối_cùng hơi gay_cấn chút nói_chung không xem cảm_nhận bạn đi xem chung đều như_vậy phim
Huhu tui bị hụt hẫng á. Phần 1 giật gân bao nhiêu phần này cảm giác không còn đã nữa . Có nhiều tình tiết rất nhàm chán khiến mình buồn ngủ luôn. May là có phần cuối lúc chuẩn bị giết Valak giúp mình tỉnh ngủ. Coi xong k để lại dấu ấn nhiều như P1.,0,0,1,0,0,tui hụt_hẫng á_phần 1 giật_gân bao_nhiêu phần cảm_giác không nữa nhiều tình_tiết rất nhàm_chán khiến buồn_ngủ may phần cuối lúc chuẩn_bị giết valak giúp tỉnh ngủ coi xong không để dấu_ấn nhiều p1
"Chưa xem p1 nhưng p2 này khúc cuối kết liễu thấy làm sao ấy, dành gần như cả bộ phim đi kiếm cái con quỷ cần, tưởng chừng giành thứ đó để giết nhưng cuối nhớ đến tình mẹ con bao la lại niệm 2-3 câu rồi con quỷ chớt :v Rồi đi kiếm cái thánh vật chi dị",0,1,0,0,0,chưa xem p1 nhưng p2 khúc cuối kết_liễu thấy làm_sao ấy dành gần cả bộ phim đi kiếm cái con quỷ cần tưởng_chừng giành thứ đó để giết nhưng cuối nhớ đến tình mẹ_con bao_la niệm 2 3 câu con quỷ chớt v đi kiếm cái thánh_vật chi_dị
Phim xem đoạn đầu và giữa cũng tạm nhưng cái kết quá chán kiểu sắp chết xog 2 người chắp tay cầu nguyện để giết quỷ theo ý kiến riêng của mình thì cảm thấy cái kết phim quá tệ,0,1,0,0,0,phim xem đoạn đầu giữa tạm nhưng cái kết chán sắp chết xong 2 người chắp tay cầu_nguyện để giết_quỷ theo ý_kiến riêng cảm_thấy cái kết phim tệ
Đầu tiên thì phải nói thẳng ra là trc khi đánh giá phim hay dở như nào thì mấy bác nên coi ít nhất là the nun1- the conjuring 1 để hiểu vì sao tác giả đẻ ra the nun 2 Còn về phim thì lần này dùng trick cũ mà thay đổi tí nên dọa k sợ lắm. Với cả phim hơi thiên,0,0,0,0,0,đầu_tiên phải nói_thẳng ra trước khi đánh_giá phim hay dở nào mấy bác coi ít_nhất the nun1 the conjuring 1 để hiểu sao tác_giả đẻ ra the nun 2 phim lần dùng trick cũ thay_đổi tí dọa không sợ cả phim hơi thiên
"Phim rất đáng xem nha mn. Mấy ngày vừa qua nghe review chê nhiều mình cũng đôi phần phân vân có nên đi coi ko nhưng hôm qua mình tự đi coi xong và cảm thấy ko như mn nói.Đối với mình (một fan dòng phim The Conjuring) phim có cốt truyện rõ ràng, dễ hiểu, sợ nữa",0,1,0,0,0,phim rất đáng xem nha_mn mấy ngày vừa_qua nghe review_chê nhiều đôi phần phân_vân đi coi không nhưng hôm_qua tự đi coi xong cảm_thấy không mọi người nói đối_với một fan dòng phim the conjuring phim cốt_truyện rõ_ràng dễ hiểu sợ nữa
"Về làng đại học chơi sẵn ghé Cinestar SV xem phim và khá thất vọng về màn hình của Cinestar khi chiếu phim này, mấy cảnh quay trong tối thì màn hình đen kịt hết khó nhìn rõ 🥲 trong khi trước đó xem trailer phim này ở CGV âm thanh hình ảnh đỉnh bị hù một cái",0,0,1,0,0,làng đại_học chơi sẵn ghé cinestar sv xem phim khá thất_vọng màn_hình cinestar khi chiếu_phim mấy cảnh quay trong tối màn_hình đen_kịt hết khó nhìn rõ trong khi trước đó xem trailer phim ở cgv âm_thanh hình_ảnh đỉnh hù một cái
"Phim làm như kiểu cho kịp deadline nên kịch bản khá hời hợt, đợi khá lâu mới có phần 2 này nhưng lại quá hụt hẫng. Đối với khán giản không biết gì về vũ trụ The Conjuring thì xem sẽ thấy ổn vì họ chỉ xem để giải trí chứ không cần nắm rõ cốt truyện, còn fan của",0,1,0,0,0,phim làm kịp deadline kịch_bản khá hời hợt đợi khá lâu mới phần 2 nhưng hụt_hẫng đối_với khán_giản không biết vũ_trụ the conjuring xem thấy ổn họ chỉ xem để giải_trí chứ không cần nắm rõ cốt_truyện fan
"thấy mng di xem nhieu,xem đánh giá mọi người chê quá định k đi xem đâu nhma nay di xem vì bất đắc dĩ mà that su là that vọng quá luon ạ.Bộ phim gần 2t mà xem dc 45' đã muốn đi về roi,vẫn ngồi cố xem thì buồn ngủ khủng khiep:)) xem phim ma mà bngu thì phải hiểu là",0,0,0,0,0,thấy mọi người di_xem nhieu xem đánh_giá mọi người chê định_k đi xem đâu nhma nay di_xem bất_đắc_dĩ that_su that_vọng luon bộ phim gần 2 t xem được 45 muốn đi roi ngồi cố xem buồn_ngủ khủng_khiep xem phim ma bngu phải hiểu
"phim ok, nội dung hấp dẫn gay cấn. nhưng rạp phim tại lotte Vũng Tàu xuất chiếu 22h15 ngày 16/9 thì vote 1*. Rạp phim không mở máy lạnh, xem phim trong trạng thái nóng, rất nóng, làm không thể tập trung theo dõi phim một cách tốt nhất.",0,1,0,0,0,phim ok nội_dung hấp_dẫn gay_cấn nhưng rạp phim tại lote vũng tàu xuất_chiếu 22 h15 ngày 16 9 vote 1 rạp phim không mở máy_lạnh xem phim trong trạng_thái nóng rất nóng làm không_thể tập_trung theo_dõi phim một_cách tốt nhất
Phim hay hơn p1 nhiều :)) chả hiểu sao nói dở hơn p1 p1 xem chả đọng lại gì p2 này ok hơn jumscare hợp lí cốt truyện cuốn coi xong về nằm ngủ nằm thấy ác mộng lun :)))) phim còn có after credit nữa đó thấy chấm thấp quá nên chấm cho 9/10 để kéo lên phim ok,0,1,0,0,0,phim hay hơn p1 nhiều chả hiểu sao nói dở hơn p1 p1 xem chả_đọng p2 ok hơn jumscare hợp_lí_cốt truyện cuốn coi xong nằm ngủ nằm thấy ác_mộng lun phim after credit nữa đó thấy chấm thấp chấm 9 10 để kéo phim ok
"Mình thấy bộ phim này cũng hay, đáng xem. Nhưng mình muốn đánh giá Lotte Cantavil 1 chút xíu, mình bất mãn từ lúc nhận vé Combo mình đặt là 2 vé và 1 combo thức ăn Harmony Plus trong đó có 1 nước ngọt lớn+1 bắp Harmony và 1 nước suối aquafina, nhưng mình nhận",0,0,0,0,0,thấy bộ phim hay đáng xem nhưng muốn đánh_giá lote cantavil 1 chút xíu bất_mãn từ lúc nhận vé combo đặt 2 vé 1 combo thức_ăn harmony_plus trong đó 1 nước_ngọt lớn 1 bắp harmony 1 nước suối aquafina nhưng nhận
"Nói chung cũng không quá đáng sợ như những phần trước, về trailer thì xem cũng biết ai là hồn ma của valak, nội dung về tôn giáo hơn. Lúc đi coi trễ tầm 15p nên kh biết lúc đầu sao nó, về phần giữa sẽ đặc sắc hơn nhiều phân đoạn biết là sẽ bị hù lúc đó nhưng cũng gay cấn",0,1,0,0,0,nói_chung không đáng sợ những phần trước trailer xem biết ai hồn ma valak nội_dung tôn_giáo hơn lúc đi coi trễ tầm 15 p không biết lúc đầu sao nó phần giữa đặc_sắc hơn nhiều phân_đoạn biết hù lúc đó nhưng gay_cấn
"để tiền đi ăn uống chơi bời chứ xem phí tiền. diễn biến siêu siêu chậm đến mức xem phim ma mà buồn ngủ. ko có nhiều yếu tố tâm linh, khúc cao trào thì toàn cảnh đuổi bắt như fim hành động. bị cá biệt hoàn toàn so với vũ trụ the conjuring mà mình xem luôn. hết",1,0,1,0,0,để tiền đi ăn_uống chơi_bời chứ xem phí tiền diễn_biến siêu_siêu chậm đến mức xem phim ma buồn_ngủ không nhiều yếu_tố tâm_linh_khúc cao_trào toàn_cảnh đuổi bắt phim hành_động cá_biệt hoàn_toàn so vũ_trụ the conjuring xem hết
"Là một người đạo công giáo, mình rất để ý nội dung phim nhất là những phim thể loại này. + nội dung k có logic + phim nói về công giáo nhưng từ đầu đến cuối lại k có bất kỳ hình ảnh nào về Chúa Giêsu. Cả bộ phim k hề nấy một cầu nguyện( mãi đến khúc cuối mới có)",0,1,1,0,0,một người đạo công_giáo rất để_ý nội_dung phim nhất những phim_thể_loại nội_dung không logic phim nói công_giáo nhưng từ đầu đến cuối không bất_kỳ hình_ảnh nào chúa giêsu cả bộ phim không hề nấy một cầu_nguyện mãi đến khúc cuối mới
"Phim rất đáng để thử đi xem Nội dung phim rất cuốn luôn đưa ng xem vào cảm giác tò mò và sợ hãi Mình mới đầu xem cmt của mọi ng nói phim nay không hay, mình đã có ý định ko đi xem nhưng mà vẫn đi vì mõi ng 1 cách cảm nhận phim Mình thấy mọi người nên đi xem bộ",0,1,0,0,0,phim rất đáng để thử đi xem nội_dung phim rất cuốn đưa người xem vào cảm_giác tò_mò sợ_hãi mới đầu xem comment mọi người nói phim nay không hay ý_định không đi xem nhưng_mà đi mõi người 1 cách cảm_nhận phim thấy mọi người đi xem bộ
"Phim chán vãi cả nhạt, tình tiết rề rà rời rạc nhạt nhẽo theo mô típ hù ma jumpscare cũ rích của dòng phim này, lâu lâu lại dập khán giả bằng âm thanh hình ảnh cho giật mình v thôi chớ nội dung, logic phim thì cho con nít coi",0,1,1,0,0,phim chán_vãi cả nhạt tình_tiết rề_rà rời_rạc nhạt_nhẽo theo mô típ hù ma_jumpscare cũ_rích dòng phim lâu_lâu dập khán_giả bằng âm_thanh hình_ảnh giật_mình v thôi chớ nội_dung logic phim con_nít coi
"Đọc nhiều cmt thấy bảo không hay bằng phần 1 nhưng mình vẫn muốn đi coi. Thực ra cái gì phần 1 mọi người đều sẽ thấy mới mẻ và hay hơn là chuyện thường tình. Nhưng phần 2 mình thấy nó vẫn hay, giải quyết được đoạn kết cho phần 1 sau khi Maurince bị nhập. Điểm",0,1,0,0,0,đọc nhiều comment thấy bảo không hay bằng phần 1 nhưng muốn đi coi thực_ra cái phần 1 mọi người đều thấy mới_mẻ hay hơn chuyện thường_tình nhưng phần 2 thấy nó hay giải_quyết được đoạn kết phần 1 sau khi maurince nhập điểm
"Thấy mn chê nhiều nma cá nhân mình thấy phim hay, mọi chi tiết xuất hiện đều đc luên kết vs nhau, chỉ là xem ko thấy sợ mấy, jumpscare tạm ổn, chủ yếu tạo cảm giác rùng rợn do màu phim tối, con valak mình thấy còn mờ nhạt hơn cả con quỷ dê nó gọi lên đi hù mấy",0,0,1,0,0,thấy mọi người chê nhiều nma cá_nhân thấy phim hay mọi chi_tiết xuất_hiện đều được luên_kết nhau chỉ xem không thấy sợ mấy jumpscare tạm ổn chủ_yếu tạo cảm_giác rùng_rợn do màu phim tối con valak thấy mờ_nhạt hơn cả con quỷ dê nó gọi đi hù mấy
"Thấy mn review chê nhiều quá nên t hơi phân vân, cuối cùng vẫn quyết thử đi xem và thấy phim rất hay. Có lẽ là tùy cảm nhận mỗi người. Phim có chiều sâu, cốt truyện ổn, các pha hù doạ khá giật mình nhưng cũng dễ đoán, âm thanh hơi chói tai, nhiều cảnh bạo",0,1,1,0,0,thấy mọi người review_chê nhiều t_hơi phân_vân cuối_cùng quyết thử đi xem thấy phim rất hay có_lẽ tùy cảm_nhận mỗi người phim chiều sâu_cốt truyện_ổn các pha hù_dọa khá giật_mình nhưng dễ_đoán âm_thanh hơi chói_tai nhiều cảnh bạo
"Gây cấn ít thôi theo cảm nhận mình thấy, xem phim thì lo tập chung xem vào rạp xem phim ma mà hay bàn tán quá trời, nhiều ng ý thức kém đt ko dám tắt âm thanh cười cợt mất trật tự k biết làm phiền ngkh là gì, hù hông hết hồn nghe la mới hết hồn",0,0,0,1,0,gây cấn ít thôi theo cảm_nhận thấy xem phim lo_tập chung xem vào rạp xem phim ma hay bàn_tán trời nhiều người ý_thức kém điện_thoại không dám tắt_âm_thanh cười cợt mất trật_tự không biết làm phiền_ngkh hù_hông hết hồn nghe la mới hết hồn
"Phim xem ổn nha. Mình fan kinh dị lâu năm nên nói thật không thấy sợ nhưng vẫn thấy cốt truyện ổn, dễ theo dõi, xây dựng không khí tốt, có điều motip khá dễ đoán. Không hiểu sao lắm bạn rv phim khó hiểu trong khi đến bạn mình chưa xem The Nun I và The",0,1,0,0,0,phim xem ổn fan kinh_dị lâu năm nói thật không thấy sợ nhưng thấy cốt truyện_ổn dễ theo_dõi xây_dựng không_khí tốt có_điều motip khá dễ_đoán không hiểu sao bạn rv phim khó hiểu trong khi đến bạn chưa xem the nun i the
"""Jumpscare"" 100%, không plot twist không brutal. Rạp t ai cũng giật mình thon thót, rú cả lên chứ không phải như các thánh thượng đẳng trên mạng chê đâu :))) Mấy anh yêu cầu cao quá thì mời sang mấy phim ma Nhật Thái Việt í ẹ mà xem còn nếu thích kiểu xé xác",0,1,0,0,0,jumpscare 100 không plot twist không brutal rạp t ai giật_mình thon thót_rú cả chứ không phải các thánh_thượng_đẳng trên mạng chê đâu mấy anh yêu_cầu cao mời sang mấy phim ma_nhật_thái việt í ẹ xem nếu thích xé xác
"Mình thấy màu phim đẹp, nghệ thuật. Nội dung thì người Công giáo dễ hiểu và cảm thấy có ý nghĩa hơn nè. Ai người ngoại đạo thì kiếm bạn bè người Công giáo đi cùng để giải thích. Không cảm thấy sợ vì hình tượng Valak đầy trên mạng từ sau The Conjuring 2 rồi.",0,1,1,0,0,thấy màu phim đẹp nghệ_thuật nội_dung người công_giáo dễ hiểu cảm_thấy ý_nghĩa hơn nè ai người ngoại_đạo kiếm bạn_bè người công_giáo đi cùng để giải_thích không cảm_thấy sợ hình_tượng valak đầy trên mạng từ sau the conjuring 2
"Ai có đạo thì sẽ hiểu nội dung phim. Còn ai không có đạo, xem cho vui, mong chờ bị hù cho giật mình la hét banh rạp thì tốt nhất bạn đừng chê phim bởi vì bạn vốn không hiểu nội dung phim là gì, Valak vốn là ai, Valak muốn thứ gì và vì sao lại muốn thứ đó,....",0,1,0,0,0,ai đạo hiểu nội_dung phim ai không đạo xem vui mong_chờ hù giật_mình la_hét banh_rạp tốt nhất bạn đừng chê phim bởi_vì bạn vốn không hiểu nội_dung phim valak vốn ai valak muốn thứ sao muốn thứ đó
"Phim ko hay như p1, tầm 1 tiếng đầu hơi buồn ngủ nhưng sẽ giúp lý giải cho đoạn sau. Mấy pha hù chủ yếu do âm thanh nên giật mình nhẹ thôi, chứ chả sợ gì hết, nv chính nay đeo lens vàng nha 😂😂 nội dung tình tiết có thể đoán trước được Nhiều b coi về nói",0,1,0,0,0,phim không hay p1 tầm 1 tiếng đầu hơi buồn_ngủ nhưng giúp lý_giải đoạn sau mấy pha hù chủ_yếu do âm_thanh giật_mình nhẹ thôi chứ chả_sợ hết nhân_vật chính nay đeo lens vàng_nha nội_dung tình_tiết có_thể đoán trước được nhiều b coi nói
"THE NUN 2 LÀ MỘT BỘ PHIM ĐÁNG SỢ NHẤT NĂM 2023! Vì sao ư. Vì dù đã biết trước nó dở như hạch, nhưng vẫn có 1 cái gì đó thôi thúc chú bé đần 10h đêm xách đít vào rạp ngồi xem cái bộ phim quỷ phim ma này! T ví việc t lao vào rạp xem cái phim này nó giống với",0,0,0,0,0,the nun 2 l một bộ phim đ ng_sợ nhất năm 2023 sao ư dù biết trước nó dở hạch nhưng 1 cái đó thôi_thúc chú bé đần 10 h đêm xách đít vào rạp ngồi xem cái bộ phim quỷ phim ma t ví việc t lao vào rạp xem cái phim nó giống
"Phim coi cũng tạm ổn nha mọi người, cũng là mô típ cũ. ✅ Điểm cộng: • Bối cảnh đen tối, phù hợp phim kinh dị • Diễn xuất diễn viên tốt, ngoại hình đẹp • Có vài cú jumpscare okela ⚠️ Điểm trừ: • Cốt truyện có nhiều điểm khá vô lý, nên là chủ yếu coi giải trí",1,1,1,0,0,phim coi tạm ổn_nha mọi người mô_típ cũ điểm cộng_bối_cảnh đen_tối phù_hợp phim kinh_dị diễn_xuất diễn_viên tốt ngoại_hình đẹp vài cú jumpscare ok điểm trừ_cốt truyện nhiều điểm khá vô_lý chủ_yếu coi giải_trí
Phần 1 hay hơn cả phần 2 nha.Các tình tiết rất móc nối vs nhau.logic.phần 1 thì k đọng j bằng p2.P2 này vừa xem vừa thán phục họ móc nối các tình tiết rất hợp lí.P1 xem giật mình nhiu thui á chứ k sâu sắc như p2 đâu. Nên xem. Xem lại lần 2 m nghĩ vẫn thấy,0,0,1,0,0,phần 1 hay hơn cả phần 2 các tình_tiết rất móc_nối nhau logic phần 1 k_đọng bằng p2 p2 vừa xem vừa thán_phục họ móc_nối các tình_tiết rất hợp_lí p1 xem giật_mình nhiu thui_á chứ không sâu_sắc p2 đâu xem xem_lại lần 2 m nghĩ thấy
"Là 1 fan lâu năm của chị Lak + xem các bình luận của các bn đu trc. Mình hiểu phim đợt này có thể sẽ ko bằng đợt trước. Nhưng đối vs 1 người dễ tính như mình thì mình thấy cốt truyện có mốc nối phần trước khá rõ, nội dung khá ổn, tuy có hơi khó hiểu chút xíu",0,1,0,0,0,1 fan lâu năm chị lak xem các bình_luận các bạn đu_trc hiểu phim đợt có_thể không bằng đợt trước nhưng đối_vs 1 người dễ_tính thấy cốt_truyện mốc nối phần trước khá rõ nội_dung khá ổn tuy hơi khó hiểu chút xíu
"Mình thấy bình thường, không có gì đáng sợ. Phim này buff nhân vật chính lên quá, Ác quỷ ma sơ nhưng phim chưa sử dụng hết năng lực của Valak dẫn đến đoạn kết khá hụt hẫng. Mạch phim cũng bình thường, có thể nói là chán. Những cảnh hù không hay, dễ đoán được",0,1,1,0,0,thấy bình_thường không đáng sợ phim buf nhân_vật chính chị quỷ ma_sơ nhưng phim chưa sử_dụng hết năng_lực valak dẫn đến đoạn kết khá hụt hẫng_mạch phim bình_thường có_thể nói chán những cảnh hù không hay dễ_đoán được
"Thấy mn chê nhiều mik cũng ko định đi coi đâu, định lựa phim khác nhưng tại vì hăm mộ nên vẫn quyết định mua 4 vé đi coi. Và cảm nhận là phim rất hay nha . Mn nên đi coi để đánh giá khách quan 1 bộ phim chứ đừng dựa vào đánh giá để bị lung lay nhé ^.^ . Sẽ có",0,0,0,0,0,thấy mọi người chê nhiều ko_định đi coi đâu_định lựa phim khác nhưng tại hăm_mộ quyết_định mua 4 vé đi coi cảm_nhận phim rất hay nha_mn đi coi để đánh_giá khách_quan 1 bộ phim chứ đừng dựa vào đánh_giá để lung_lay
"Lúc đầu nghe review chê nhìu quá cũng sợ, nhưng vẫn quyết đi xem, thật sự không dở như những ai đã chê nha, theo mình phim hay, hồi hộp và có những cảnh jumscare giật mình thật, khúc cuối rất hấp dẫn theo mình ko quá nhanh như mn đã nói, mình thấy rất hợp lí",0,0,1,0,0,lúc đầu nghe review chê nhìu sợ nhưng quyết đi xem thật_sự không dở_như những_ai chê_nha theo phim hay hồi_hộp những cảnh jumscare giật_mình thật khúc cuối rất hấp_dẫn theo không nhanh mọi người nói thấy rất hợp_lí
